"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P09972",0,0,0,0,321442.7,0,0,0,0,0,50108.55,54737.36
"Q86U28",10482.32,8603.886,31521.7,23009.54,6099.858,14658.16,39005.52,13041.81,33003.64,0,0,0
"O75264",15184.38,0,12567.36,0,9120.119,19690.86,0,0,16653.18,0,0,0
"P61313",4878.9,51547.19,57080.76,5768.044,3207.247,5532.628,29918.29,41294.54,0,0,0,7930.744
"P49441",0,0,0,0,0,0,0,0,0,0,0,0
"Q07157",25737.06,23275.02,37621.73,17976.62,16830.28,13990.29,27915.41,25129.86,26157.97,31920.16,31454.9,36339.93
"P35749",5707.747,25487.3,38130.55,24655.11,13531.76,51791.05,7930.744,26093.67,42316.63,10785.32,17976.62,45107.13
"Q96C00",0,0,0,0,0,0,0,0,0,0,0,0
"Q8WXD9",28588.87,23827.06,0,0,0,0,31521.7,21199.16,0,0,0,0
"P62191",34713.42,55509.41,0,20825.75,22946.86,26093.67,39785.63,0,0,30730.15,15516.18,0
"Q13263",27310.46,29791.97,31161.06,30730.15,30488.41,28951.34,33116.59,29791.97,31797.32,27128.02,41077.87,31989.24
"P17980",24059.86,38012.43,34436.2,48748.28,34325.01,52415.71,33680.65,39584.44,22122.36,38130.55,35302.49,48314.38
"Q9Y6M1",0,0,0,0,0,0,0,0,0,0,0,0
"P20700",47551.12,77709.53,113400.3,16830.28,95793.82,33974.14,156268.9,76153.19,116824.3,192312.2,35050.65,46495.02
"O95202",14628.95,18886.76,36623.49,19175.72,10243.86,7930.744,21634.76,21313.91,37185.8,49467.07,8719.525,10649.17
"Q6YN16",120491.1,69163.65,114921,153041.2,91628.1,100310,135737.2,64790.49,97932.12,133313.1,86943.43,117106.9
"Q00341",5154.056,3405.972,0,1867.944,1614.694,1638.997,5768.044,7140.861,8469.239,0,7140.861,6414.703
"P36969",58172.71,28468.21,24335.52,55509.41,40420.69,45258.62,36558.49,14687.37,25017.81,46219.52,38212.23,50724.91
"Q15046",0,34267.11,23741.29,37687.1,42632.02,42472.02,0,39785.63,26438.35,42032.72,72497.5,37786.9
"P22234",0,0,9120.119,0,1664.831,0,0,0,0,0,39644.1,0
"Q99611",0,0,0,26314.17,0,18280.42,0,0,0,0,0,0
"Q9UJZ1",58695.53,75282.1,121022.2,107194.5,54240.61,80741.56,117967.3,73278.36,78654.16,81510.46,76579.02,56135.9
"Q92896",84980.21,0,0,0,0,111940.8,0,0,0,0,0,124024
"Q15637",9708.25,5768.044,0,3537.128,2438.214,0,10577.49,0,0,0,0,0
"P51571",8469.239,13938.17,11167.62,4776.936,6679.15,10305.74,11459.84,13480.96,0,0,0,13793.52
"P06730",0,0,0,0,0,0,0,0,0,0,0,0
"Q9BVJ7",29176.41,28140.73,22321.01,24705.79,22321.01,0,19247.7,24133.67,25957.41,25067.46,28736.94,19247.7
"Q96G03",17428.52,16382.91,6414.703,20346.64,10785.32,9945.717,17715.21,22664.19,23275.02,33943.76,22003.33,0
"P21953",0,0,0,0,0,3258.656,0,6569.589,9708.25,0,0,7267.361
"Q03135",0,0,0,0,0,0,0,0,0,0,0,0
"Q9UKY7",60788.28,0,0,1491.994,22122.36,0,49821.32,0,0,55348.78,67126.98,57432.65
"Q15493",7770.881,14448.97,14102.8,5255.061,0,4398.756,12924.71,14373.54,13041.81,15184.38,0,10993.77
"Q96I15",0,0,0,0,0,35637.82,34267.11,0,0,0,0,0
"Q9BVG4",25957.41,21706.65,26736.89,22055.13,21509.59,22730.31,25608.95,24705.79,0,29862.3,27796.91,27593.38
"Q53FA7",14957.51,0,0,0,0,4776.936,15243.89,0,0,0,0,0
"Q9BVA1",0,11758.94,22003.33,14102.8,23498.15,24264.99,9945.717,40738.93,23370.88,20346.64,0,27191.27
"P22392",88271.58,103555.3,87184.24,101544.8,93981.03,68064.1,43945.29,56715.96,51910.27,70903.29,65031.81,77850.57
"Q10713",0,0,57850.99,0,0,0,0,0,0,41294.54,0,0
"Q9H2A2",41425.14,25957.41,39986.9,53332.27,31521.7,42404.53,38266.54,25795.89,36623.49,48379.88,22426.11,34713.42
"Q9NWH7",0,0,0,0,0,0,0,0,0,0,0,0
"P49588",93587.75,107857,126409.1,126409.1,101915.9,118998.7,92512.37,152627.3,92336.89,138965.2,109006.7,93224.91
"Q6GMV3",85094.47,53619.99,72021.55,92823.65,50996.29,99028.47,83842.97,0,66571.79,99968.93,58436.31,83236.9
"P10153",22251.11,0,39497.49,89991.46,12494.7,0,22426.11,0,39433.16,95661.27,0,0
"P16144",0,0,0,0,0,0,0,0,0,0,0,0
"P23434",115138,84185.7,0,87958.78,92200.62,61553.77,113145.5,87688.4,0,101043.4,95951.08,0
"Q02952",23942.7,20825.75,13041.81,582535.7,1130692,23370.88,21509.59,820257.2,606496.8,633821,1162786,861796.3
"P78347",0,0,0,0,0,0,0,0,0,0,0,0
"O96000",67555.47,89804.98,104642.9,94670.18,80465.48,107651.2,76579.02,88571.8,107651.2,107375.7,95661.27,108189
"O43181",99968.93,101732.7,124568,121609.6,95207.85,128776.2,98460.75,102533.7,124024,132107.8,89804.98,123135.8
"Q02252",820257.2,623040.6,1380456,1086128,1380456,1002596,820257.2,633821,1219164,1086128,1380456,1002596
"Q9NNW7",31345.97,13793.52,34506.99,19314.17,17484.32,61777.63,29430.84,18592.77,28364.9,22730.31,20398.12,55839.27
"O43813",0,32143.86,0,46495.02,20453.29,13339.99,0,66141.67,0,26947.6,48017.64,27367.98
"Q96FW1",49228.15,40663.75,47413.43,47477.48,44605.86,49636.31,35681.91,38320.43,40420.69,37098.09,40935.27,40567.01
"Q14683",59915.42,0,63905.9,0,0,75613.89,0,0,0,72866.16,0,0
"P13645",59827.38,90139,161859.3,9837.458,38320.43,2471.814,49915.79,87184.24,158583.5,33491.8,44306.32,10577.49
"P20674",167482.1,219709.9,202049.2,224837.6,162300.5,265761.1,163494.7,233372.9,200030.8,185160,131767.9,256285.7
"P35754",209499.9,198832.2,279247.4,102711.5,178745.3,154345.9,196996.8,220764.4,205171.5,215427,174984.5,147423.5
"P61960",110611.1,67021.12,74656.39,67879.78,68064.1,101544.8,61346.33,62003.42,103356.2,131429.8,101043.4,64702.22
"Q96IJ6",0,0,0,0,0,0,0,0,0,0,0,0
"P41091",0,0,0,0,0,0,0,0,0,0,12744.35,0
"Q96IX5",13041.81,26563.48,22861.64,21553,12924.71,0,10482.32,36705.6,21199.16,0,0,0
"Q9NSY0",0,0,0,0,0,0,0,0,0,0,0,0
"Q96KP4",606496.8,716944.3,643593,606496.8,913960,732383.5,643593,716944.3,659554.4,623040.6,885197.1,716944.3
"O75356",30674.6,22619.79,27310.46,28588.87,34176.42,21347.51,44605.86,33182,43101.08,36558.49,25957.41,27857.94
"P53999",130557.2,126743.6,117705.1,141296.3,115537.1,162300.5,136362.2,125847,125612.2,148739.1,122859.9,158031.6
"O60925",0,44306.32,47697.29,0,39433.16,0,44468.07,43023.31,46895.88,27857.94,0,45014.49
"O94903",0,5033.483,28517.17,16542.79,64454,30264.74,0,0,0,0,0,75160.02
"Q9NQG5",0,0,0,1577.956,839.1611,0,0,0,0,0,0,0
"P16284",0,0,0,0,0,0,0,0,0,0,0,0
"P60866",0,0,0,0,0,0,0,0,0,0,0,0
"P53992",9293.767,11115.66,9559.831,5744.636,5920.558,4172.006,8792.511,16653.18,12567.36,13166.66,12874.95,9559.831
"O75369",133014,100310,107194.5,111753.2,158583.5,159352.7,125103,109599.4,101915.9,110778.1,154345.9,155550.8
"P57764",0,0,0,0,0,0,0,0,0,0,0,0
"P78527",33003.64,11974.4,5920.558,0,591.4583,283710.6,0,5532.628,21313.91,50923.04,20589.93,6679.15
"O43493",0,0,0,0,0,0,0,0,0,0,0,0
"P60228",8314.364,0,0,5346.031,3082.436,0,11401.86,10649.17,15459.06,10649.17,12494.7,8792.511
"P22792",234531.6,0,233372.9,261842.8,378018.1,217235.1,220764.4,0,236812.6,256285.7,390317.5,216312.2
"P54868",36558.49,13990.29,39785.63,33626.34,27432.72,48818.65,50108.55,24264.99,56433.61,48314.38,31865.32,48113.21
"P62136",33435.34,35302.49,30102.47,44156.47,32750.56,29176.41,45871.05,37572.64,31663.41,28403.81,32143.86,24059.86
"O75340",0,25067.46,29538.92,27005.53,23060.3,30621.55,32661.95,28905.51,25444.86,0,32105.01,24335.52
"Q9NZM1",0,0,0,0,0,0,0,0,0,0,0,0
"P19823",94932.09,62603.47,109599.4,66822.64,78654.16,99806.29,68707.95,66058.39,31920.16,73577.88,57623.34,87688.4
"P07384",38212.23,32882.37,32105.01,36228.75,42741.92,37526.54,44695.75,38266.54,0,45576.66,42632.02,39273.51
"Q96EY8",0,0,0,20589.93,0,19506.67,0,19175.72,0,36422.79,0,30209.1
"Q5TDH0",0,0,21313.91,29791.97,12154.01,0,0,0,26736.89,29005.53,25067.46,0
"Q9P0L0",128015.6,0,118534.4,143381,133313.1,168411,128225.5,143697,114921,154819.9,153896.5,172575.7
"P01861",92973.8,143056.5,103144.4,23741.29,161420,0,107375.7,144444.7,102888.3,27367.98,172575.7,0
"Q13268",0,0,0,8792.511,0,0,0,0,0,13873.04,0,0
"P16662",152247.4,159352.7,237958.5,235242.5,190390.4,127797.3,188742.5,167180.7,237958.5,234531.6,178745.3,100135.6
"P36871",150009.2,124568,151558.9,146872.8,136064,139670.4,145510.8,124294.3,152247.4,146872.8,148739.1,146872.8
"P36542",205171.5,274264.6,317227.1,327799,226425.2,347082.5,243050.1,292456.1,333342.7,338839.7,250479.3,349248.8
"Q9BYD1",0,0,0,0,0,0,0,0,0,0,0,42825.82
"P39656",85740.42,85600.47,72135.45,83390.33,106789.8,89057.4,74058.15,83390.33,80741.56,76579.02,99028.47,78414.15
"Q86UP2",49467.07,53514.59,6723.506,55628.06,17146.31,10649.17,17029.87,53831.88,48379.88,57169.19,58282.48,55954.92
"Q96HY7",17524.55,1867.944,20453.29,13041.81,240.5139,15847.52,22619.79,4227.825,22562.35,20589.93,4285.253,14224.85
"P42330",122859.9,59915.42,97572.19,129969.2,92973.8,95793.82,0,62940.28,62246.1,111001.3,84009.8,94182.11
"P05107",49915.79,21010.82,0,0,12983.19,0,53434.89,0,0,0,0,0
"O75534",0,0,0,0,0,0,0,0,0,0,0,0
"Q08AH3",72135.45,59827.38,160691.3,73975.35,106954.4,76929.26,152627.3,62246.1,163095.2,58862.08,94670.18,0
"Q92599",0,0,0,0,0,0,0,0,0,0,0,0
"P50402",0,0,0,0,0,0,0,0,0,0,5202.178,5634.228
"P00505",177210.9,182241.6,244865.7,244865.7,208139.1,301234.9,173069.6,177772,247871.5,265761.1,222387.2,277824.3
"Q5T2W1",127797.3,109599.4,152247.4,174984.5,177210.9,147423.5,126743.6,109838.9,151044.7,118269,175372.7,147792.9
"Q99424",38443.16,42678.39,45944.75,17204.07,45871.05,31521.7,25669.13,35817.41,47343.67,36956.08,33491.8,29308.43
"P43487",35117.79,33626.34,38641.15,34787.12,28649.97,34176.42,37526.54,36493.12,40140.37,0,34436.2,36705.6
"Q6P179",0,0,0,0,0,0,0,0,0,0,0,0
"Q969Z3",74156.41,44536.32,89524.72,92512.37,76429.38,37786.9,69842.1,47623.22,84820.41,63816.85,60140.21,52786.49
"O95881",0,0,0,0,0,44468.07,0,0,0,0,0,0
"P02786",0,2693.067,0,0,1074.472,0,0,5154.056,0,0,5461.447,0
"P00492",28846.59,40795.66,34325.01,30102.47,34579.48,32336.43,31161.06,39848.8,42472.02,30313.51,28517.17,29487.39
"P51452",34654.42,35637.82,35302.49,34579.48,43737.82,25487.3,37940.34,40075.74,36705.6,41362.6,45258.62,30621.55
"P62314",0,0,0,0,0,1614.694,0,0,10943.8,0,0,0
"P02790",370040.5,1162786,520102.7,372485.6,591008.8,651711.1,427428,1130692,544909.7,387432.2,566103.9,572844.6
"P43243",114480.8,43889.18,37687.1,29655.42,29698.69,38720.09,117106.9,30674.6,27706.53,29308.43,41190.07,162665.9
"P15531",38320.43,41294.54,40738.93,37185.8,34506.99,40359.89,62380.69,0,0,35117.79,61451.06,76153.19
"Q92947",36073.5,13642.38,58932,33182,26736.89,53332.27,38012.43,10013.7,42825.82,41645.52,44797.69,40738.93
"Q14677",32270.84,44228.64,36705.6,23318.47,12874.95,33388.92,31920.16,37621.73,30102.47,28140.73,17826.71,21199.16
"P22897",0,31345.97,86748.58,0,0,0,0,0,88709.01,30963.73,0,0
"P02679",970053.3,250479.3,134561.7,136362.2,205171.5,137982.3,1219164,263299.1,203233.9,229655.9,378018.1,218057.1
"Q15036",21509.59,24705.79,20892.73,24565.31,17778.32,0,0,31585.28,0,28588.87,0,0
"Q15717",53026.19,44797.69,43279.69,51791.05,53943.03,52700.48,49545.6,44468.07,51274.72,47101.82,48208.46,53514.59
"P49908",0,0,8507.197,0,772.2083,4621.889,0,0,10434.71,0,0,0
"Q13423",38720.09,161859.3,123793.9,150009.2,126409.1,146872.8,60305.64,130557.2,125103,164343.5,144761.6,174984.5
"P08133",336790.8,345183.5,322906.2,315748,335047.9,248839.1,327799,343262,336790.8,317227.1,341137.2,252846.2
"O15145",66240.02,111753.2,56917.54,65391.51,62003.42,69039.96,60888.92,85464.76,80614.2,60992.96,67021.12,66704.82
"P01699",0,40479.86,0,0,0,0,0,0,0,0,0,0
"Q07954",0,0,0,0,0,0,0,0,0,0,0,0
"Q96HR9",6211.608,6339.456,16249.23,5154.056,2413.244,2834.531,0,11680.59,20116.77,9559.831,7665.211,0
"Q99538",36763.92,32270.84,55254.21,38320.43,26438.35,15313,38720.09,29698.69,50008.51,38072.94,24184.97,21706.65
"P02792",67879.78,67126.98,74058.15,56917.54,42678.39,72635.24,54056.81,68707.95,55100.23,58695.53,36228.75,73098.98
"P09417",306071.8,210269.6,255122.1,255122.1,243050.1,144761.6,308775.7,213886.3,280540.3,211640.5,259314.6,96108.93
"Q16762",210269.6,108357.3,239229.2,276628.6,152627.3,169404.2,218057.1,118269,179981.9,187002.3,159751.2,157629.9
"P07711",27128.02,25669.13,27432.72,28468.21,24475.96,0,26438.35,27706.53,35890.67,23741.29,17309.98,0
"O15460",0,0,0,0,0,0,0,0,0,0,0,0
"P22314",188742.5,192312.2,157629.9,156268.9,174540.8,167180.7,210269.6,212292.8,166291,155885.6,166703.5,137596.7
"P51580",38953.75,23560.07,37386.23,47623.22,39356.67,35817.41,41645.52,33388.92,37258.59,54919.61,44605.86,41425.14
"P50570",125612.2,134798,0,0,0,119493.3,95207.85,38511.05,0,0,0,0
"Q92506",104937,62003.42,105857.7,96590.73,77594.36,97756.44,105371.4,61155.07,109599.4,101915.9,77225.75,92200.62
"P35813",0,0,15398.22,0,0,8667.869,0,0,0,16046.76,0,0
"P13796",30568.06,53831.88,0,0,10577.49,6047.897,39208.25,35117.79,0,0,21010.82,44695.75
"Q9BXX0",0,0,0,0,0,0,0,0,0,0,0,0
"P00540",2907602,2907602,3663530,4488396,4488396,4488396,2602327,2907602,3663530,4488396,6171945,3663530
"Q86VP6",86395.18,100135.6,72977.35,87502.26,110778.1,118534.4,91800.24,98460.75,70145.77,94670.18,116548.9,123793.9
"Q9NTJ5",0,0,0,16653.18,11223.05,3207.247,0,0,0,0,0,20825.75
"O14732",104286.9,87070.11,111549.7,128472,101732.7,82242.07,109006.7,81957.89,106620.3,128015.6,103960.2,74156.41
"Q15019",67233.22,52957.47,60140.21,68303.94,74601.32,82372.63,65948.94,52957.47,59138.55,75282.1,66379.24,78654.16
"Q63HN8",0,16436.64,0,0,3922.231,0,0,16768.37,0,0,0,0
"Q9Y3F4",0,79458.77,0,73098.98,0,0,0,0,0,0,0,0
"Q86U42",126743.6,0,0,0,99968.93,91628.1,115757.1,0,105371.4,105857.7,143697,110611.1
"B9A064",211640.5,484624,203666.2,119902.1,325019.6,202618.2,185750.3,474797,212997.3,113400.3,319228.4,204722.1
"O00571",31521.7,26881.08,33435.34,16249.23,25608.95,22321.01,14171.12,22378.06,24964.95,29369.22,30674.6,14303.05
"Q99417",0,0,0,0,0,0,0,0,0,0,0,0
"P52272",118269,359398.6,284934.5,219709.9,197524.2,362020.8,115306.4,114480.8,296507.9,235242.5,192915.6,404349.8
"Q9BT78",72497.5,38641.15,44605.86,45576.66,45014.49,52341.58,79971.33,47477.48,80102.57,87184.24,96590.73,98460.75
"P83916",0,0,0,0,0,0,0,0,0,0,0,0
"P05787",363784.6,613850.5,554483,597545.5,597545.5,913960,336790.8,597545.5,341137.2,651711.1,970053.3,970053.3
"P12074",5532.628,0,0,0,0,0,6211.608,0,0,0,0,0
"P01714",8404.697,5874.544,13938.17,0,0,2887.753,0,0,17976.62,0,0,0
"P29692",46553.02,117389.5,103356.2,105177.9,96253.9,116824.3,82784.11,94309.39,117705.1,110611.1,113145.5,116548.9
"P51606",75049.44,48208.46,85094.47,74058.15,70504.27,57959.53,70389.42,49915.79,87958.78,76018.01,54990.34,58172.71
"P28062",0,90840.22,0,0,0,0,0,0,0,0,39208.25,0
"P01009",1027250,3663530,1162786,1380456,2602327,1057986,1086128,3663530,1162786,1438531,2602327,1057986
"P01137",0,0,0,0,0,0,0,0,0,0,0,0
"P62070",5424.269,0,0,2394.003,937.6667,2671.456,5678.075,0,8003.658,0,0,0
"P27816",64790.49,66058.39,61900.08,72135.45,65864.34,63732.6,65757.16,67333.54,65391.51,72273.86,62845.97,67021.12
"Q9HB71",20275.93,15398.22,22426.11,29052.19,21831.56,21073.92,22664.19,23207.51,20640.29,27915.41,21634.76,20215.77
"P51858",77962.17,365975.5,301234.9,214743.1,179981.9,113916.8,71531.78,363784.6,293727.3,252846.2,184650.5,520102.7
"Q92530",48664.34,0,0,65130.74,44010.16,43945.29,48954.49,0,53434.89,19577.77,0,47858.24
"Q76FK4",0,0,81054.54,81193.99,87070.11,0,0,0,0,0,0,0
"P42704",75727.38,95207.85,125103,134561.7,108770.2,124024,76429.38,96737.9,125847,182241.6,117705.1,124830.2
"Q8NE71",0,5154.056,7712.3,0,2498.825,0,0,0,10013.7,0,7770.881,0
"P26641",104458.4,132774.2,111940.8,91628.1,157629.9,151044.7,100616.3,129969.2,106131.2,93734.03,135337.9,105857.7
"O75323",0,87958.78,0,48314.38,0,70145.77,0,91020.11,87306.25,0,0,0
"O75781",35246.61,82242.07,0,61667.11,69842.1,56815.28,33491.8,0,0,94182.11,71739.49,60140.21
"P14324",31663.41,31389.75,33116.59,30568.06,29430.84,16542.79,33325.86,24565.31,30381.41,29918.29,31797.32,27509.79
"P06454",62113.76,53711.56,34991.44,49103.56,27967.68,64702.22,61667.11,56514.53,35772.38,0,0,0
"P62081",56058.65,81771.48,76429.38,95793.82,82784.11,68927.99,44397.45,66477.81,63816.85,77348.17,69842.1,58282.48
"Q9NVA2",31161.06,22426.11,26314.17,26438.35,31034.26,33435.34,27753.78,33837.11,30209.1,28468.21,30730.15,33837.11
"P56385",231528.4,292456.1,312295.6,322906.2,214743.1,359398.6,215427,252846.2,319228.4,329906.4,284934.5,352898.9
"Q02318",42741.92,28846.59,43497.89,31034.26,38266.54,17080.19,24475.96,37098.09,41576.85,37572.64,41233.21,18677.58
"O43242",20589.93,25129.86,22378.06,16953.34,19912.98,24184.97,26563.48,27005.53,15313,25957.41,29369.22,20640.29
"Q9Y3D6",85600.47,93734.03,106789.8,99028.47,60416.61,99238.84,88437.7,92823.65,107375.7,91800.24,71375.87,98642.34
"P29144",0,0,0,0,0,0,0,0,0,0,0,0
"P02647",913960,775969.2,1027250,1219164,775969.2,1027250,913960,732383.5,1027250,1162786,706520.3,1027250
"P39059",102711.5,20346.64,19175.72,51274.72,63188.02,96253.9,67333.54,56609.46,18957.21,52572.61,33256.26,18592.77
"Q6UWR7",0,0,198832.2,319228.4,302761.4,125103,249685.3,179177.4,195146,279247.4,293727.3,237958.5
"P58546",0,0,0,0,0,10013.7,0,0,0,0,0,0
"Q9HBH1",0,0,0,0,0,0,0,0,0,0,0,0
"Q14914",218888,106131.2,142679.6,173659.4,143697,190935.2,227900.3,126146.2,146454.4,140860.9,124830.2,195557.8
"Q9Y6R1",51547.19,62246.1,60013.66,49467.07,46553.02,6919.769,49636.31,73747.38,60992.96,53240.82,52786.49,11223.05
"Q8WZ42",0,0,0,85221.49,100833,0,91995.3,0,0,0,0,0
"P49915",0,0,0,0,0,0,0,0,0,0,0,0
"P82979",0,0,0,35413.6,0,0,30209.1,0,32524.27,35681.91,34916.06,30264.74
"P11413",24655.11,21381.11,38720.09,25608.95,30102.47,32049.25,24133.67,33913.38,0,0,17524.55,0
"P30041",549609.4,499422.8,499422.8,591008.8,582535.7,613850.5,540115.8,505272.7,484624,643593,613850.5,606496.8
"P00390",173069.6,185160,161420,202049.2,146872.8,114195.5,167180.7,175808.5,157255.8,188742.5,146872.8,134155.2
"P10155",0,0,0,0,0,0,0,0,0,23942.7,0,0
"Q0VF96",33116.59,0,0,0,33974.14,0,23144.21,0,21831.56,0,0,0
"P23396",75506.47,175808.5,77225.75,116010.1,128776.2,76292.57,82372.63,133014,97335.62,88571.8,155137.9,95661.27
"Q9Y2H6",315748,438752.3,441856.5,228946.3,296507.9,189860.5,333342.7,438752.3,417999.9,172575.7,253890.9,143697
"P13929",0,0,0,0,0,0,0,0,0,0,0,0
"Q96QR8",3922.231,2235.375,0,1664.831,414.3694,0,4529.997,0,7930.744,8569.097,5033.483,7140.861
"P48047",319228.4,441856.5,490235.9,421056.2,365975.5,534962.2,338839.7,431283.1,499422.8,462133.9,375463.4,591008.8
"Q01081",0,88571.8,0,0,0,0,101732.7,0,0,0,101732.7,0
"O15230",70812.29,91800.24,63188.02,60888.92,95057.05,53514.59,76292.57,75160.02,66477.81,58282.48,100833,51386.23
"O14744",198832.2,195557.8,213886.3,0,169817.6,163494.7,169817.6,171594.5,221565,0,200030.8,174111.8
"Q15599",26628.24,34116.76,30963.73,25378.03,31663.41,25795.89,31720.91,33680.65,31585.28,27967.68,27191.27,23827.06
"Q92626",0,0,0,0,0,0,0,0,0,0,0,0
"P30046",393512.7,341137.2,259314.6,365975.5,393512.7,365975.5,400332.5,333342.7,258247.1,370040.5,404349.8,400332.5
"Q93088",1002596,454591.6,692332.5,746003.9,613850.5,529672.9,970053.3,469971.2,820257.2,241992.3,462133.9,381249.5
"P63104",241992.3,264324.1,192915.6,198108.9,265761.1,211073.8,227161.7,251821.7,201171.9,182794.5,212997.3,190935.2
"Q9BQ69",0,0,86082.28,0,60605.33,0,0,62845.97,77850.57,72761.18,76018.01,0
"P22626",347082.5,375463.4,347082.5,396912,417999.9,354757.7,335047.9,381249.5,345183.5,411215.5,421056.2,396912
"Q9H3N1",0,0,0,0,0,0,0,18518.54,0,0,0,0
"P00325",137596.7,88437.7,114195.5,58361.84,162665.9,206752.5,138230.1,128472,115138,123793.9,158031.6,246687.7
"P07738",37020.33,35176.2,0,0,0,29748.37,46385.93,0,0,0,0,31034.26
"Q15056",4980.639,0,63415,100310,101308.6,0,111326.8,80345.41,63732.6,55254.21,61068.98,10538.05
"O43895",41645.52,0,82107.82,73467.67,22619.79,30488.41,30812.9,0,83516.5,61068.98,22174.57,36282.92
"P08183",0,0,0,13397.27,0,0,9759.944,0,0,20640.29,21287.47,0
"O75223",56815.28,20640.29,26563.48,24059.86,18518.54,26947.6,25539.53,31084.27,24475.96,26093.67,25487.3,26011.69
"P02747",0,47858.24,0,1298.731,35302.49,39848.8,13208.61,51189.29,7140.861,0,87184.24,49467.07
"O95747",16542.79,14857.12,14628.95,16703.18,13041.81,14049.16,15001.91,15661.62,15243.89,17029.87,13480.96,11974.4
"Q562E7",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L266",53514.59,48438.29,58618.05,48512.74,47697.29,85600.47,47185.33,45107.13,54919.61,52415.71,49739.87,86569.11
"P62753",53434.89,97140.59,58172.71,41840.21,49103.56,54554.37,35050.65,82372.63,47697.29,48664.34,51386.23,46553.02
"P12532",0,0,65580.5,66141.67,44946.28,0,0,0,63640.03,0,50443.03,0
"P62899",0,73411.06,0,36422.79,28905.51,47269.07,0,51547.19,0,0,39785.63,40479.86
"Q99829",65262.99,15740.35,9293.767,0,16768.37,24565.31,8719.525,22426.11,10538.05,0,6142.9,7712.3
"Q9Y2B0",18592.77,22003.33,25067.46,19690.86,20116.77,21634.76,25318.95,32661.95,21010.82,21468.52,25844.29,20517.91
"P15121",87306.25,78414.15,71739.49,101308.6,95951.08,133313.1,92973.8,91127.04,82242.07,79704.06,96933.72,131151.9
"Q9BX66",13531.76,6919.769,8906.125,6264.758,6615.542,11223.05,15516.18,10833.63,11589.47,13339.99,15116.91,17976.62
"Q9Y2J2",67454.84,78216.51,68927.99,80903.05,61346.33,51547.19,68503.39,68597.03,68419.37,84437,61777.63,35565.03
"O75629",23144.21,0,24705.79,42472.02,31797.32,24411.29,23009.54,0,21131.38,38266.54,0,21976.58
"P04114",155550.8,141296.3,155550.8,128015.6,102286.8,143381,172028.6,127141.2,147792.9,124568,112930.6,141575.7
"P00751",87070.11,321442.7,100310,85899.79,176759.1,82107.82,85899.79,325019.6,123432,90344.08,167923.7,82528.65
"P01891",0,0,0,0,0,0,0,0,0,0,0,0
"P33316",27005.53,0,8866.933,8178.736,1527.367,40286.82,8003.658,6723.506,10649.17,10013.7,0,71531.78
"Q10570",225598.7,203233.9,140112.6,76787.62,65580.5,132107.8,233372.9,202049.2,146872.8,47039.95,73975.35,118998.7
"Q8IXI1",0,0,0,0,0,12924.71,0,0,0,0,0,15516.18
"P00966",1686138,970053.3,1798994,1438531,1798994,940142,1686138,970053.3,1910378,1507484,1798994,885197.1
"P09429",84437,0,0,0,79971.33,36623.49,5874.544,0,0,0,0,0
"P48506",28951.34,30039.09,0,36956.08,0,21261.03,38511.05,0,0,0,0,0
"O43292",0,0,53943.03,46553.02,37185.8,0,0,0,54478.54,0,46303.49,0
"Q5T7N2",284934.5,319228.4,387432.2,226425.2,275420.7,288001.8,362020.8,365975.5,421056.2,312295.6,352898.9,335047.9
"P22087",0,0,0,0,0,0,0,0,0,0,0,0
"P09668",156696.6,142679.6,117389.5,170638.1,208762.6,167482.1,150524.5,156268.9,121781.8,175808.5,218888,175372.7
"Q9NP72",76685.11,2671.456,72761.18,90534.5,488.6083,48314.38,0,6211.608,0,0,0,6211.608
"Q07955",131767.9,0,33182,64454,87184.24,98104.31,0,47269.07,53711.56,0,99806.29,90534.5
"Q9NUJ1",71531.78,60697.71,78923.71,78753.85,57169.19,76579.02,76787.62,55162.83,82644.38,79161.4,59225.88,81635.42
"P30613",101308.6,77850.57,104101.6,125372.3,76153.19,57432.65,99627.9,60214.34,93734.03,137596.7,72021.55,55162.83
"P04181",96407.84,7770.881,54737.36,67233.22,40140.37,84319.78,94182.11,13642.38,63188.02,47954.48,36073.5,52700.48
"Q06033",39084.55,22122.36,72497.5,0,0,75400.28,0,31161.06,55954.92,67126.98,0,77225.75
"P54710",0,0,0,0,0,32940.66,0,0,0,0,0,27967.68
"Q16531",24705.79,27857.94,27796.91,25669.13,30621.55,31161.06,24264.99,31663.41,30891.04,32198.97,38012.43,37572.64
"P30273",0,0,0,0,0,0,0,0,0,0,0,0
"P02741",0,381249.5,0,0,255122.1,0,0,367784.7,0,0,306071.8,0
"P62701",32596.28,40935.27,31585.28,27753.78,46495.02,34116.76,37786.9,37872.6,37940.34,49821.32,47551.12,38953.75
"O94906",0,0,0,0,0,0,0,0,0,0,0,0
"Q7KZF4",21199.16,154345.9,118998.7,111549.7,94670.18,27706.53,20708.82,149121.2,32882.37,52957.47,54478.54,189860.5
"Q86XE5",146454.4,71531.78,162665.9,180535.1,114480.8,166703.5,144444.7,68927.99,157629.9,174540.8,117967.3,164343.5
