"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P14927",211073.8028,215427.0333,243050.1056,233372.8583,203666.25,251821.7111,202618.1889,154345.9056,231528.4306,239229.2278,215427.0333,274264.6194
"P07858",108770.2389,41135.21111,51386.23056,133921.8944,112680.0639,133013.9667,101915.8611,21468.525,33573.35833,119902.0639,44397.45278,124294.3139
"O75306",50443.02778,54478.54167,68707.95,55954.91667,57737.64444,76429.37778,41004.78056,45654.69722,60527.23333,38012.42778,58618.04722,77348.16944
"Q15020",0,0,0,0,0,0,0,0,0,0,0,0
"P04433",119650.7611,229655.8833,112930.5944,119242.6611,155885.6306,109273.6861,122386.3056,215427.0333,119650.7611,129969.2417,197524.1667,95057.04722
"O00567",0,0,0,0,0,0,0,0,0,0,0,0
"O75251",102533.6861,117705.0667,0,126146.25,97572.18611,83236.9,0,0,0,128225.4583,111940.7639,85345.175
"P02765",39920.875,40420.68611,105371.4444,38012.42778,0,0,0,42255.78333,0,37687.10278,36558.48611,32596.28333
"Q9Y371",0,0,0,0,0,0,0,0,0,0,12034.32778,0
"O75915",0,58361.84167,0,0,54919.61389,0,0,0,0,0,0,0
"Q15008",16316.32778,13397.275,16542.78611,4172.005556,16316.32778,11974.40278,0,14171.12222,0,0,0,14566.58056
"P18669",107856.9944,104937.0056,101915.8611,65864.34444,107651.1583,29862.29722,114678.2556,106620.2972,102286.7944,58172.70833,126409.0833,77594.35833
"Q12907",0,13339.98889,0,0,0,0,0,38953.74722,0,0,0,0
"Q9Y5B6",0,0,0,0,0,0,0,0,0,0,0,0
"Q9Y230",40479.86389,51910.26667,58798.93889,50923.03889,45107.12778,49545.60278,66704.825,58282.48333,56815.28056,51480.32778,57080.76111,53711.55833
"P46087",135337.9083,134155.1972,0,114195.5,151044.7472,100833.0056,131767.875,0,0,0,161859.3417,115757.125
"P08637",0,0,0,0,0,0,0,0,0,0,0,0
"Q13813",182241.5917,201171.9389,179177.4333,200648.9667,221564.9694,191537.0444,176759.0778,221564.9694,177210.95,214743.125,225598.7306,200648.9667
"P31146",21381.11389,35969.43889,0,0,5874.544444,1089.6,22730.30833,16703.18056,0,0,5154.055556,4583.052778
"Q14203",0,9065.825,0,6679.15,25129.85556,9652.077778,4285.252778,5768.044444,8569.097222,41190.06944,25912.825,0
"P46459",11459.84167,38443.16111,21634.75556,31345.97222,33626.33611,22426.11389,24964.95,28517.16944,24059.85833,23992.28333,20517.90833,25129.85556
"Q8NBU5",0,0,0,0,0,0,0,0,0,0,0,0
"Q15075",0,53240.82222,0,0,0,74405.99722,0,0,0,0,66822.64444,61900.07778
"P25786",90138.99722,81325.09444,86569.10833,104286.9333,101544.7639,77850.57222,103960.1944,90138.99722,97140.59444,90138.99722,64365.04167,75858.82778
"Q9BTE6",0,0,0,0,0,0,0,0,0,0,0,0
"P62861",0,0,85221.48611,0,58798.93889,0,44228.63889,57959.525,0,0,65864.34444,0
"P55209",28285.6,28403.81389,15184.38056,27646.1,26314.17222,27753.78333,34386.66389,31521.69722,29242.13056,16249.23333,27260.10833,25255.73611
"Q6I9Y2",126409.0833,0,132107.8222,0,77488.90556,0,62845.96667,0,93224.90833,0,0,0
"Q9GZT3",84185.69722,87688.4,74915.41111,101043.4389,81193.98889,79161.39722,98824.39722,77348.16944,78216.50833,131767.875,79458.76944,72635.24444
"P05090",161859.3417,74058.15278,133565.0806,168410.95,135034.975,168883.1167,163095.2222,68790.77222,130557.2361,165285.9417,143381.05,173659.3778
"Q15293",0,27593.38056,33491.8,10013.70278,24411.29444,39719.26389,0,34713.41944,0,32049.25,21706.64722,34787.12222
"Q15149",257434.5917,211640.5389,240054.7583,240932.0167,256285.6861,236812.625,263299.0583,87958.77778,79024.33333,55509.41111,72977.35278,96590.73056
"Q9UFN0",59047.325,55254.21389,69379.75556,45502.31667,0,59540.84444,56337.17778,32049.25,68597.03333,12567.36389,0,33325.86111
"P54920",46957.70278,56433.61389,42255.78333,38130.55,41135.21111,54002.71389,46303.49167,55254.21389,51085.23889,40567.00556,47697.29444,54839.00278
"P13804",279247.3833,221564.9694,308775.6972,345183.5389,274264.6194,293727.3139,275420.6917,217235.1083,294964.2667,349248.8417,279247.3833,296507.8694
"Q9UKF6",0,0,0,0,0,0,0,0,0,0,26011.68611,0
"P35232",208139.1139,218888.0222,250479.2778,260389.5194,216312.2306,222387.2083,218888.0222,225598.7306,256285.6861,269679.725,195146.0472,227161.6917
"Q969Z0",0,0,0,0,0,0,0,0,0,0,11974.40278,0
"P50238",87688.4,70812.28889,121609.5972,84820.40556,99627.9,98642.34167,83516.5,67879.775,110778.1306,89057.4,98824.39722,104286.9333
"Q9Y3D9",27915.41389,32403,66704.825,32403,18957.21389,33181.99722,29005.53333,12494.7,42876.78056,34176.425,0,33435.33611
"Q9UJ68",98824.39722,81635.41944,88904.66111,131151.9083,96590.73056,95493.71111,101043.4389,81325.09444,64454,126409.0833,97572.18611,84571.84444
"O00584",54478.54167,0,49636.30833,71139.86111,29791.975,30927.3875,54160.36944,11758.93889,55348.77778,85464.76389,56058.65278,13041.81111
"P52566",108357.3056,99028.475,102116.3306,90344.07778,61777.62778,71252.18889,66058.38611,89524.71944,94670.17778,92512.36667,99238.84167,77709.525
"Q9NTK5",71906.43056,59642.93056,64108.37222,56337.17778,54737.36111,53434.89167,58282.48333,62742.03056,92656.40278,82372.62778,60788.275,69296.96944
"Q00765",0,53434.89167,46957.70278,0,49467.07222,48017.64444,0,60305.64167,42678.39444,46818.33056,41576.85,38870.95556
"Q8NBQ5",6264.758333,3258.655556,6679.15,0,886.2138889,0,4583.052778,5299.794444,7830.575,7712.3,0,0
"P15289",0,0,0,0,0,0,0,0,0,0,0,0
"Q13418",17976.62222,0,0,2170.697222,0,16768.37222,0,0,0,9652.077778,0,20116.76667
"P07954",158031.6028,153483.2472,189860.4833,201171.9389,161859.3417,178745.2667,153896.5139,173659.3778,196208.4583,210269.6306,168410.95,187002.3444
"P26640",14171.12222,8507.197222,11880.63333,23560.06944,30730.15278,7428.344444,19175.71667,11115.65833,15689.55278,17204.06944,31034.26389,10482.31944
"O15143",31289.59444,45502.31667,0,18677.57778,43279.69444,0,25017.80833,41913.79722,32105.01111,22778.51944,32750.56111,0
"P01871",22122.35556,107194.5083,123135.8278,2643.436111,94932.09444,6723.505556,122599.5083,101043.4389,10701.53611,10354.89722,25255.73611,9652.077778
"P07686",63302.14444,47954.475,50108.55,93224.90833,88709.01111,45576.65833,37386.23333,58063.49167,50724.91389,97932.12222,84319.77778,49739.87222
"Q9UKK3",67749.80556,0,0,0,0,0,69379.75556,0,0,73854.19167,83666.13889,70903.29444
"Q9H1E3",79816.24167,102116.3306,105177.8583,101732.6806,75282.1,127141.2083,77225.75,0,89204.91389,0,0,0
"Q9Y2V2",0,0,0,0,25795.88611,21347.50972,0,0,0,18592.76944,0,0
"P50552",0,0,0,0,0,0,0,0,0,0,0,0
"P27482",114920.9583,128015.5778,147792.8639,0,63988.55,44946.27778,114920.9583,121324.3972,135737.1806,85899.78889,114195.5,37621.73056
"Q9NZU0",0,0,0,0,0,0,0,0,0,0,0,0
"Q8N1G4",52272.02222,40738.92778,46495.02222,60140.20833,47185.33333,51480.32778,45794.93056,42316.625,44695.74722,60214.33611,51910.26667,47269.06944
"Q8N0X4",95493.71111,48748.28056,121324.3972,105857.7472,92336.88611,96933.72222,100833.0056,48113.20556,116548.9417,109838.8889,88437.70278,97932.12222
"O60888",68419.36667,53026.19444,67976.03333,80465.47778,62246.10278,81771.47778,71139.86111,52272.02222,71375.86667,74780.30833,54737.36111,68503.39167
"Q8NFF5",0,0,0,0,0,0,0,0,0,0,0,0
"O75955",3258.655556,15689.55278,12444.31389,4878.9,13744.35278,2170.697222,5154.055556,8082.066667,8178.736111,8178.736111,5582.866667,6919.769444
"Q9Y2Z0",33069.91389,25444.86389,29242.13056,27066.25833,23207.51389,21131.375,31865.32222,32105.01111,28070.84444,28027.68333,30963.73333,29430.84444
"P39060",329906.4222,252846.2278,275420.6917,335047.875,336790.7667,275420.6917,315747.9639,259314.5667,277824.3028,372485.5861,357417.5972,301234.9028
"P55327",38576.91389,45794.93056,49103.56111,35117.79444,42472.01944,45794.93056,40204.65,44228.63889,54002.71389,46689.51111,36422.79444,38130.55
"Q99873",44695.74722,37735.47778,26490.25556,41190.06944,54990.34444,52477.21389,42255.78333,27432.71944,42566.36111,39848.8,47477.475,50443.02778
"P10909",367784.6583,288001.7778,221564.9694,220764.4333,234531.5528,226425.1694,341137.1667,299487.4639,241992.2528,231528.4306,227161.6917,224837.6167
"Q14558",72396.48333,61451.05556,50179.16389,56433.61389,63732.60278,66571.79167,65580.5,65031.80556,58798.93889,40479.86389,49228.15,48379.87778
"Q8N3Y1",3663530.35,1798993.972,1219163.714,0,0,2602326.753,2907601.536,1798993.972,1438531.053,0,0,2602326.753
"Q96BS2",0,0,0,0,0,0,0,0,0,0,0,0
"Q13510",62246.10278,75727.375,52572.61389,96407.83889,54417.16389,73975.35,84980.21389,69590.70833,62003.42222,108770.2389,60527.23333,89662.875
"P01860",0,0,0,0,0,0,0,0,0,0,0,0
"Q562R1",2264993.1,2414317.114,2602326.753,2907601.536,3663530.35,2907601.536,2264993.1,2602326.753,2414317.114,2414317.114,3663530.35,2414317.114
"O95782",0,42741.92222,28905.51389,15116.90556,41576.85,0,43653.46944,28213.44444,35176.2,30102.46944,37185.80278,0
